AAAA,SA,選択肢,7,専門職・自由業,専門職・自由業 ※個人で、専門的知識や技術を活かした職業に従事している人【開業医、医長以上の病院医、芸術家、著述業、宗教家、大学教授・准教授、教頭以上の教員、裁判官、議員、弁護士、公認会計士、税理士、その他これらに類似する職業】
AAAA,SA,選択肢,8,商工・自営業,商工・自営業 ※従業員30人以下の工場、または、従業員10人以下の商店・飲食店などの経営者
AAAA,SA,選択肢,9,農林水産業,農林水産業
AAAA,SA,選択肢,10,高校生,高校生
AAAA,SA,選択肢,11,大学生・大学院生,大学生・大学院生 ※短大生、高専4～5年生、18歳以上の専門学校生・予備校生を含みます
AAAA,SA,選択肢,12,専業主婦・主夫,専業主婦・主夫 ※職業を持たず、家事に専従している既婚男女【パート・アルバイト・フルタイムを問わず、お仕事をお持ちの方は、上記のそれぞれの職種にご回答ください】
AAAA,SA,選択肢,13,年金受給者,年金受給者 ※主に公的年金の受給で生計を立てている方
AAAA,SA,選択肢,14,無職,無職 ※「専業主婦」以外の家事手伝いなど
AAAA,SA,選択肢,15,その他,その他
AAAA,SA,選択肢,16,不明,不明
AAAB,SA,項目,,配偶者有無【ベース：男性18歳以上／女性16歳以上】,あなたは現在、結婚されていらっしゃいますか。
AAAB,SA,選択肢,1,結婚している,結婚している
AAAB,SA,選択肢,2,結婚したことはない,結婚したことはない
AAAB,SA,選択肢,3,結婚していたことがある,結婚していたことがある
AAAB,SA,選択肢,4,不明,不明
AAAC,SA,項目,,最終学歴,あなたの最終学歴をお知らせください。
AAAC,SA,選択肢,1,中学卒,中学卒
AAAC,SA,選択肢,2,高校卒,高校卒
AAAC,SA,選択肢,3,短大・専門学校・高等専門学校卒,短大・専門学校・高等専門学校卒
AAAC,SA,選択肢,4,大学卒,大学卒
AAAC,SA,選択肢,5,大学院卒,大学院卒
AAAC,SA,選択肢,6,在学中,在学中
AAAC,SA,選択肢,7,不明,不明
AAAQ,MA,項目,,同居家族(MA),あなたが現在一緒に住んでいるご家族について、以下の中から当てはまる方をすべてお選びください。※一人暮らしの方は「一緒に住んでいる家族はいない」をお選びください。
AAAQ,MA,選択肢,1,あなたの夫、妻,あなたの夫、妻
AAAQ,MA,選択肢,2,あなたのお子様,あなたのお子様
AAAQ,MA,選択肢,3,あなたの父母,あなたの父母
AAAQ,MA,選択肢,4,あなたの兄弟姉妹,あなたの兄弟姉妹
AAAQ,MA,選択肢,5,あなたの祖父母,あなたの祖父母
AAAQ,MA,選択肢,6,あなたのお孫様,あなたのお孫様
AAAQ,MA,選択肢,7,あなたのおじ・おば,あなたのおじ・おば
AAAQ,MA,選択肢,8,あなたのおい・めい,あなたのおい・めい
AAAQ,MA,選択肢,9,あなたのお子様の結婚相手,あなたのお子様の結婚相手
AAAQ,MA,選択肢,10,あなたの兄弟姉妹の結婚相手,あなたの兄弟姉妹の結婚相手
AAAQ,MA,選択肢,11,その他の方,その他の方
AAAQ,MA,選択肢,12,一緒に住んでいる家族はいない,一緒に住んでいる家族はいない
AAAQ,MA,選択肢,13,不明,不明
AAAR_01,SA,項目,,同居家族人数,
AAAR_01,SA,選択肢,1,1人(1),
AAAR_01,SA,選択肢,2,2人(2),
AAAR_01,SA,選択肢,3,3人(3),
AAAR_01,SA,選択肢,4,4人(4),
AAAR_01,SA,選択肢,5,5人(5),
AAAR_01,SA,選択肢,6,6人(6),
AAAR_01,SA,選択肢,7,7人(7),
AAAR_01,SA,選択肢,8,8人(8),
AAAR_01,SA,選択肢,9,9人(9),
AAAR_01,SA,選択肢,10,10人以上(10),
AAAR_01,SA,選択肢,11,不明,
AAAU_01,MA,項目,,同居の子どもの有無(MA),
AAAU_01,MA,選択肢,1,0～3歳児有,
AAAU_01,MA,選択肢,2,0歳～未就学児有,
AAAU_01,MA,選択肢,3,小学生以下の子ども有,
AAAU_01,MA,選択肢,4,小学生の子ども有,
AAAU_01,MA,選択肢,5,中・高校生の子ども有,
AAAU_01,MA,選択肢,6,大学生・専門学校生・大学院生の子ども有,
AAAU_01,MA,選択肢,7,未婚の社会人・無職・既婚の子ども有,
AAAU_01,MA,選択肢,8,これらの人はいない,
AAAU_01,MA,選択肢,9,不明,
AAAX,SA,項目,,世帯年収【ベース：有職・主婦・年金受給者・25歳以上無職・その他の職業】,お宅様の家族全員（あなた自身も含む）の年収（税込み）は、おいくらになるでしょうか。おおよそで結構ですので、お知らせください。
AAAX,SA,選択肢,1,200万円未満(150),200万円未満
AAAX,SA,選択肢,2,200～300万円未満(250),200～300万円未満
AAAX,SA,選択肢,3,300～400万円未満(350),300～400万円未満
AAAX,SA,選択肢,4,400～500万円未満(450),400～500万円未満
AAAX,SA,選択肢,5,500～600万円未満(550),500～600万円未満
AAAX,SA,選択肢,6,600～700万円未満(650),600～700万円未満
AAAX,SA,選択肢,7,700～800万円未満(750),700～800万円未満
AAAX,SA,選択肢,8,800～900万円未満(850),800～900万円未満
AAAX,SA,選択肢,9,"900～1,000万円未満(950)","900～1,000万円未満"
AAAX,SA,選択肢,10,"1,000～1,200万円未満(1100)","1,000～1,200万円未満"
AAAX,SA,選択肢,11,"1,200～1,500万円未満(1350)","1,200～1,500万円未満"
AAAX,SA,選択肢,12,"1,500～2,000万円未満(1750)","1,500～2,000万円未満"
AAAX,SA,選択肢,13,"2,000～3,000万円未満(2500)","2,000～3,000万円未満"
AAAX,SA,選択肢,14,"3,000万円以上(3000)","3,000万円以上"
AAAX,SA,選択肢,15,収入はない(0),収入はない
AAAX,SA,選択肢,16,無回答・不明,不明
AAAY,SA,項目,,個人年収【ベース：有職・主婦・年金受給者・25歳以上無職・その他の職業】,
AAAY,SA,選択肢,1,200万円未満(150),
AAAY,SA,選択肢,2,200～300万円未満(250),
AAAY,SA,選択肢,3,300～400万円未満(350),
AAAY,SA,選択肢,4,400～500万円未満(450),
AAAY,SA,選択肢,5,500～600万円未満(550),
AAAY,SA,選択肢,6,600～700万円未満(650),
AAAY,SA,選択肢,7,700～800万円未満(750),
AAAY,SA,選択肢,8,800～900万円未満(850),
AAAY,SA,選択肢,9,"900～1,000万円未満(950)",
AAAY,SA,選択肢,10,"1,000～1,200万円未満(1100)",
AAAY,SA,選択肢,11,"1,200～1,500万円未満(1350)",
AAAY,SA,選択肢,12,"1,500～2,000万円未満(1750)",
AAAY,SA,選択肢,13,"2,000～3,000万円未満(2500)",
AAAY,SA,選択肢,14,"3,000万円以上(3000)",
AAAY,SA,選択肢,15,収入はない(0),
AAAY,SA,選択肢,16,無回答・不明,
AAAZ,SA,項目,,所有資産【ベース：有職・主婦・年金受給者・25歳以上無職・その他の職業】,あなたの（配偶者の方がいらっしゃる場合はご夫婦での）現在の預貯金額はだいたいおいくら位ですか。（株などの有価証券類を含みます。）
AAAZ,SA,選択肢,1,100万円未満(50),100万円未満
AAAZ,SA,選択肢,2,100～400万円未満(250),100～400万円未満
AAAZ,SA,選択肢,3,400～800万円未満(600),400～800万円未満
AAAZ,SA,選択肢,4,"800～1,000万円未満(900)","800～1,000万円未満"
AAAZ,SA,選択肢,5,"1,000～1,500万円未満(1250)","1,000～1,500万円未満"
AAAZ,SA,選択肢,6,"1,500～2,000万円未満(1750)","1,500～2,000万円未満"
AAAZ,SA,選択肢,7,"2,000～3,000万円未満(2500)","2,000～3,000万円未満"
AAAZ,SA,選択肢,8,"3,000～5,000万円未満(4000)","3,000～5,000万円未満"
AAAZ,SA,選択肢,9,"5,000～7,000万円未満(6000)","5,000～7,000万円未満"
AAAZ,SA,選択肢,10,"7,000～1億円未満(8500)","7,000～1億円未満"
AAAZ,SA,選択肢,11,1億円以上(10000),1億円以上
AAAZ,SA,選択肢,12,無回答・不明,不明
